ResponseID,Gender,Role,CompanySize,Industry,Region,AIStage,YearsExperience,Efficiency_1,Efficiency_2,Efficiency_3,Efficiency_4,Efficiency_5,Efficiency_6,Efficiency_7,Experience_1,Experience_2,Experience_3,Experience_4,Experience_5,Experience_6,Experience_7,Fairness_1,Fairness_2,Fairness_3,Fairness_4,Fairness_5,Fairness_6,Fairness_7,Trust_1,Trust_2,Trust_3,Trust_4,Trust_5,Trust_6,Trust_7
R0149,Female,Operational,SME (<500),Technology,North Africa,Pilot,19,4,3,3,3,4,4,3,4,3,3,3,4,2,3,3,2,4,1,2,3,3,3,3,3,4,1,1,3
R0150,Female,Operational,SME (<500),Other,Gulf,Full Deployment,8,3,3,5,3,4,4,4,3,3,4,4,4,4,4,3,2,4,2,3,3,4,2,3,2,2,2,2,3
R0151,Female,Managerial,SME (<500),Other,Europe,Pilot,18,4,4,2,4,3,4,4,3,4,3,4,3,4,4,3,3,3,3,4,1,2,4,4,3,2,2,3,1
R0152,Female,Operational,Large (>500),Financial Services,North Africa,Pilot,19,3,4,4,4,4,4,3,3,4,4,3,4,3,3,3,3,2,2,2,3,2,3,3,3,2,3,1,2
R0153,Male,Operational,SME (<500),Manufacturing,Europe,Early Exploration,23,4,3,5,3,3,3,4,2,4,4,3,2,2,4,4,4,3,4,4,5,2,4,2,3,3,3,1,3
R0154,Male,Operational,Large (>500),Other,Europe,Pilot,24,4,3,3,3,3,3,3,4,1,3,3,4,4,2,3,2,3,2,3,4,5,3,1,2,2,2,1,2
R0155,Female,Operational,SME (<500),Technology,Gulf,Full Deployment,23,4,3,3,4,3,3,4,2,4,3,4,3,4,4,2,4,3,4,2,4,4,2,3,2,3,2,3,3
R0156,Male,Managerial,SME (<500),Technology,North Africa,Early Exploration,3,4,4,4,4,4,4,3,4,3,3,3,4,3,4,4,4,3,2,2,3,3,2,4,3,4,4,1,1
R0157,Female,Managerial,Large (>500),Logistics,North Africa,Early Exploration,21,4,3,3,4,4,3,4,4,4,3,3,2,3,5,3,3,4,3,2,4,3,2,2,1,3,1,2,4
R0158,Female,Managerial,SME (<500),Technology,Gulf,Early Exploration,19,4,3,4,4,4,3,3,3,3,3,5,3,3,4,4,2,3,2,4,3,3,3,4,2,2,2,3,3
R0159,Male,Operational,Large (>500),Other,North Africa,Pilot,10,4,4,4,4,4,4,4,3,3,3,4,2,3,4,4,5,4,4,4,3,3,3,2,2,2,2,1,1
R0160,Female,Managerial,Large (>500),Logistics,North Africa,Pilot,11,2,4,4,3,3,3,4,4,3,4,4,3,3,4,3,3,2,3,4,2,3,2,2,4,2,4,1,3
R0161,Female,Managerial,SME (<500),Financial Services,North Africa,Early Exploration,2,3,2,4,4,4,4,4,4,3,4,5,4,3,2,4,3,3,2,3,3,2,1,1,1,4,2,2,4
R0162,Female,Operational,SME (<500),Logistics,Gulf,Early Exploration,12,4,5,4,4,2,5,4,5,3,4,4,3,3,4,4,4,2,3,4,4,3,3,4,3,2,2,1,2
R0163,Female,Managerial,SME (<500),Manufacturing,Europe,Early Exploration,12,4,3,2,3,3,4,4,2,4,2,5,3,4,3,1,2,2,4,2,4,3,2,1,2,3,3,3,1
R0164,Female,Managerial,SME (<500),Financial Services,North Africa,Early Exploration,14,4,3,3,4,3,3,4,4,3,2,3,3,3,3,1,3,1,4,3,3,3,2,4,4,2,2,2,1
R0165,Female,Managerial,Large (>500),Technology,Gulf,Full Deployment,17,3,3,4,4,4,3,4,4,3,5,3,3,2,3,4,4,3,2,3,2,4,1,2,2,4,2,4,4
R0166,Female,Managerial,Large (>500),Manufacturing,Europe,Full Deployment,10,4,4,3,3,2,4,4,3,4,3,3,3,3,3,3,3,2,1,2,4,3,1,3,4,2,2,4,2
R0167,Female,Managerial,SME (<500),Other,Europe,Early Exploration,11,4,4,4,4,3,4,3,4,3,3,4,2,3,4,3,2,4,3,4,4,4,3,2,3,2,4,2,2
R0168,Female,Managerial,Large (>500),Technology,North Africa,Early Exploration,5,4,4,3,4,3,4,4,3,4,4,3,4,4,5,4,3,4,3,3,4,3,3,2,3,2,3,2,3
R0169,Female,Operational,Large (>500),Technology,North Africa,Pilot,15,4,4,4,3,4,3,3,3,5,3,5,4,1,4,1,2,3,4,3,2,2,4,3,2,3,3,5,3
R0170,Female,Operational,Large (>500),Logistics,Gulf,Pilot,17,4,3,4,4,5,4,3,3,4,4,4,5,4,3,3,4,2,2,4,3,4,4,3,4,1,1,4,2
R0171,Male,Operational,Large (>500),Manufacturing,North Africa,Pilot,24,4,3,4,2,5,4,4,3,4,3,4,3,3,4,3,3,3,3,3,2,4,2,3,3,4,2,3,2
R0172,Female,Operational,SME (<500),Manufacturing,Gulf,Early Exploration,15,4,4,3,4,3,4,3,2,3,3,2,2,5,3,3,3,4,2,5,4,2,5,3,3,2,1,3,2
R0173,Female,Operational,SME (<500),Other,Europe,Pilot,13,3,4,4,4,5,4,4,3,3,4,3,2,2,3,2,3,2,3,4,2,3,2,2,3,3,2,2,5
R0174,Female,Operational,Large (>500),Financial Services,Gulf,Early Exploration,23,4,3,5,5,3,3,3,4,3,2,4,3,1,4,2,3,5,3,3,1,3,2,4,2,1,2,2,4
R0175,Female,Operational,SME (<500),Technology,Gulf,Pilot,3,4,4,3,4,4,3,4,4,3,3,4,5,3,4,2,3,3,3,2,3,2,4,4,2,2,3,3,2
R0176,Male,Managerial,SME (<500),Manufacturing,North Africa,Pilot,16,4,3,4,3,5,4,3,5,4,3,4,3,3,3,3,4,5,1,5,4,3,2,1,4,1,3,2,1
R0177,Female,Managerial,Large (>500),Logistics,North Africa,Early Exploration,17,5,4,4,3,3,3,4,3,3,5,4,3,2,2,2,3,3,2,3,3,3,2,2,1,1,2,2,2
R0178,Female,Operational,Large (>500),Manufacturing,Europe,Early Exploration,3,4,4,3,3,4,4,3,2,4,4,3,3,4,4,3,2,3,4,2,4,3,2,2,2,2,2,3,3
R0179,Male,Operational,SME (<500),Logistics,North Africa,Full Deployment,5,4,4,4,3,3,3,5,3,3,2,4,3,4,3,3,3,2,4,4,4,4,2,3,2,2,4,3,3
R0180,Female,Managerial,SME (<500),Financial Services,Europe,Full Deployment,4,3,4,4,4,3,4,4,4,3,3,2,4,4,4,3,3,4,4,2,3,3,2,3,4,2,4,1,4
R0181,Female,Managerial,Large (>500),Other,Europe,Early Exploration,8,3,2,4,5,5,4,5,3,4,3,3,3,3,3,4,1,2,3,2,4,3,3,1,2,2,3,2,2
R0182,Male,Managerial,SME (<500),Manufacturing,North Africa,Early Exploration,25,3,5,3,4,3,5,4,4,4,3,3,3,4,3,4,3,3,3,3,4,3,2,5,1,5,3,2,4
R0183,Male,Managerial,Large (>500),Logistics,Gulf,Pilot,10,4,2,3,3,4,2,3,4,5,3,3,3,3,3,2,3,3,3,3,1,3,2,3,4,2,3,1,1
R0184,Male,Operational,Large (>500),Manufacturing,Gulf,Pilot,17,3,4,4,3,5,4,5,3,4,4,4,3,4,3,2,2,3,3,2,3,2,3,1,2,1,2,1,3
R0185,Female,Managerial,SME (<500),Manufacturing,North Africa,Early Exploration,14,3,3,4,4,4,4,4,3,3,3,4,3,4,4,2,4,3,2,2,2,3,2,2,3,3,3,1,3
R0186,Male,Operational,Large (>500),Logistics,Gulf,Full Deployment,12,3,4,3,3,4,4,3,4,3,3,3,3,3,4,4,2,4,2,3,3,4,2,3,4,4,3,3,3
R0187,Female,Operational,SME (<500),Financial Services,North Africa,Full Deployment,22,4,3,3,5,3,4,4,4,3,3,4,3,3,3,2,3,4,1,3,4,4,1,4,1,2,2,3,3
R0188,Female,Managerial,SME (<500),Logistics,North Africa,Pilot,4,3,3,4,4,4,4,4,4,3,4,4,3,1,4,1,4,3,4,4,3,3,4,2,2,2,1,4,3
R0189,Male,Operational,Large (>500),Logistics,North Africa,Early Exploration,23,4,3,4,3,4,5,3,3,3,3,4,2,3,3,2,2,2,4,3,1,3,1,3,3,3,3,1,3
R0190,Female,Operational,SME (<500),Technology,North Africa,Early Exploration,15,3,4,3,5,4,4,3,4,2,2,5,4,3,3,4,2,3,4,2,2,4,2,2,2,2,3,5,2
R0191,Male,Operational,Large (>500),Financial Services,North Africa,Full Deployment,7,4,3,4,3,3,4,4,2,4,3,2,4,3,2,4,1,3,2,2,4,3,1,2,3,4,3,1,1
R0192,Female,Managerial,SME (<500),Financial Services,Gulf,Pilot,12,3,3,4,5,4,3,4,4,2,4,2,4,4,4,2,2,3,3,2,4,2,4,2,2,4,3,2,2
R0193,Female,Operational,Large (>500),Manufacturing,Gulf,Full Deployment,3,3,4,4,4,3,5,4,4,2,4,2,4,4,4,4,5,3,2,2,3,4,1,3,2,2,2,2,3
R0194,Male,Operational,Large (>500),Other,North Africa,Full Deployment,13,3,3,4,4,5,2,3,4,3,4,3,3,3,3,4,2,2,4,2,2,3,1,4,2,1,4,2,2
R0195,Female,Managerial,SME (<500),Financial Services,Gulf,Pilot,12,4,3,3,4,4,4,4,3,4,2,3,2,3,5,2,2,3,4,4,2,4,2,4,4,2,1,3,3
R0196,Female,Managerial,Large (>500),Logistics,North Africa,Full Deployment,24,3,4,4,3,2,4,3,3,4,4,4,4,4,4,4,2,3,2,3,2,3,2,3,2,3,2,2,2
R0197,Male,Managerial,SME (<500),Technology,North Africa,Pilot,20,4,3,4,4,3,4,3,3,3,4,3,4,3,3,5,2,4,2,4,4,3,2,3,1,1,2,3,3
R0198,Female,Operational,Large (>500),Technology,Europe,Full Deployment,14,4,3,4,3,4,4,2,4,3,4,4,4,4,3,1,3,2,3,2,4,3,1,2,3,3,3,2,3
R0199,Female,Operational,Large (>500),Manufacturing,North Africa,Pilot,4,4,3,4,4,5,3,3,3,4,3,4,3,3,4,2,2,3,4,4,3,4,3,3,3,2,3,3,2
R0200,Male,Operational,SME (<500),Manufacturing,Europe,Full Deployment,7,5,5,4,5,4,4,4,3,3,3,2,4,3,2,2,4,2,2,4,3,3,2,3,3,3,1,3,3
R0201,Male,Managerial,Large (>500),Logistics,Gulf,Early Exploration,8,5,4,4,4,5,5,4,3,3,3,3,4,3,5,2,3,4,4,2,3,2,2,2,1,3,3,1,2
R0202,Male,Managerial,Large (>500),Other,Europe,Pilot,20,4,4,4,3,3,4,4,3,3,3,3,4,3,4,3,5,2,4,4,2,3,3,2,1,3,1,2,1
R0203,Female,Managerial,SME (<500),Technology,Gulf,Pilot,6,4,4,2,4,4,3,4,4,4,3,3,4,4,5,1,3,3,3,3,4,1,3,3,1,3,1,4,1
R0204,Female,Managerial,SME (<500),Logistics,Europe,Full Deployment,21,3,3,4,4,3,4,4,4,3,4,3,2,2,3,3,4,3,2,4,5,3,2,3,2,2,3,2,4
R0205,Male,Operational,Large (>500),Financial Services,Gulf,Pilot,9,4,4,5,3,4,3,3,2,2,4,3,3,4,4,2,4,2,3,5,3,4,3,5,2,3,1,3,2
R0206,Male,Operational,SME (<500),Technology,North Africa,Early Exploration,21,5,3,3,4,2,3,3,2,4,3,3,4,3,4,2,4,3,2,4,3,4,3,1,2,3,3,3,1
R0207,Female,Operational,SME (<500),Other,Europe,Early Exploration,3,4,3,3,4,4,2,3,4,4,3,3,5,2,3,4,2,3,2,3,4,3,1,3,3,2,2,2,2
R0208,Male,Operational,Large (>500),Financial Services,Gulf,Pilot,15,4,4,4,3,3,4,3,3,3,3,3,4,3,4,4,2,5,3,3,3,3,2,2,1,3,3,1,3
R0209,Male,Managerial,SME (<500),Technology,Europe,Pilot,20,3,4,4,4,3,4,4,3,4,3,4,3,3,4,3,3,3,3,4,3,3,3,2,3,3,1,3,3
R0210,Male,Operational,SME (<500),Financial Services,Gulf,Pilot,4,4,3,3,4,3,4,5,3,3,2,4,3,2,3,3,2,4,4,3,4,3,2,2,2,1,3,4,4
R0211,Female,Managerial,SME (<500),Financial Services,Europe,Early Exploration,20,2,4,3,3,5,4,4,3,2,4,3,4,4,4,3,3,3,3,3,4,4,4,2,3,3,3,2,3
R0212,Male,Operational,SME (<500),Technology,Europe,Full Deployment,9,4,3,2,4,3,4,4,4,3,4,3,4,4,3,4,3,3,4,3,2,3,3,2,2,3,2,4,2
R0213,Male,Operational,Large (>500),Technology,North Africa,Early Exploration,11,3,3,5,4,4,4,3,1,4,3,4,3,4,4,3,3,2,1,2,1,3,2,1,2,4,1,1,1
R0214,Male,Operational,Large (>500),Manufacturing,North Africa,Full Deployment,16,4,3,4,3,4,3,4,3,4,4,3,3,3,4,4,2,1,2,3,2,5,4,2,3,1,4,3,1
R0215,Female,Operational,SME (<500),Financial Services,North Africa,Full Deployment,9,4,2,3,3,4,5,3,2,4,5,4,3,2,3,3,3,4,3,3,3,2,2,3,4,2,1,3,4
R0216,Female,Managerial,SME (<500),Other,Europe,Early Exploration,25,4,3,3,2,3,3,4,4,2,4,2,2,5,4,1,4,3,4,2,3,3,1,3,3,2,3,3,2
R0217,Female,Managerial,Large (>500),Logistics,Europe,Full Deployment,8,4,4,3,3,2,4,3,3,3,4,4,4,3,4,2,4,4,2,2,2,2,2,3,3,3,3,3,2
R0218,Female,Managerial,SME (<500),Technology,North Africa,Early Exploration,22,3,4,4,4,4,3,3,3,4,2,3,3,3,4,3,3,2,2,4,3,3,2,4,3,1,1,3,2
R0219,Male,Operational,SME (<500),Logistics,Gulf,Early Exploration,16,4,4,4,4,3,3,3,3,3,3,4,4,3,3,4,3,3,2,3,5,3,2,1,5,2,2,3,3
R0220,Male,Operational,SME (<500),Other,Gulf,Pilot,21,3,4,5,4,4,3,4,3,3,3,4,4,4,2,3,2,2,4,3,3,2,3,3,3,1,1,1,4
R0221,Female,Managerial,SME (<500),Financial Services,Europe,Pilot,25,4,5,4,4,4,4,5,4,4,4,4,3,4,4,2,4,3,4,3,2,2,3,4,4,3,3,1,2
R0222,Male,Operational,Large (>500),Technology,Gulf,Early Exploration,8,4,3,4,4,3,3,4,4,3,3,3,2,4,2,3,4,4,2,2,4,4,4,1,2,3,2,1,2
R0223,Female,Managerial,Large (>500),Financial Services,North Africa,Full Deployment,14,4,4,3,4,4,3,5,4,3,4,3,4,3,3,2,3,2,4,3,3,2,3,4,3,2,4,2,2
R0224,Male,Managerial,Large (>500),Technology,Europe,Pilot,3,3,3,3,3,4,2,4,3,3,3,4,2,3,3,3,2,1,5,4,2,3,2,1,1,4,2,3,4
R0225,Female,Operational,Large (>500),Other,Gulf,Early Exploration,16,3,3,4,3,4,5,3,3,2,4,3,4,5,5,5,3,3,2,2,4,2,3,2,2,4,3,3,2
R0226,Male,Operational,SME (<500),Financial Services,North Africa,Full Deployment,19,3,4,3,5,3,3,4,4,4,5,3,3,4,5,2,3,3,4,2,3,4,3,3,2,3,2,1,3
R0227,Male,Managerial,Large (>500),Financial Services,North Africa,Pilot,24,3,3,3,3,4,5,3,3,4,3,4,2,3,4,2,2,3,3,4,4,4,2,3,1,1,4,3,2
R0228,Female,Operational,SME (<500),Logistics,Gulf,Full Deployment,24,3,3,4,3,4,3,3,3,4,3,3,3,1,3,1,2,3,3,3,2,2,3,1,2,4,3,2,2
R0229,Male,Managerial,SME (<500),Technology,Europe,Pilot,5,4,3,3,3,3,4,3,2,3,4,3,4,4,3,3,3,3,2,3,3,3,3,3,4,3,2,2,3
R0230,Female,Operational,SME (<500),Logistics,Europe,Early Exploration,2,4,4,4,4,4,3,4,3,5,3,3,3,4,3,4,2,3,3,1,3,2,4,1,1,2,3,3,3
R0231,Male,Managerial,Large (>500),Logistics,Gulf,Pilot,2,3,4,5,4,3,3,4,4,3,4,4,3,1,3,3,2,4,3,4,3,2,1,2,2,1,1,2,4
R0232,Male,Managerial,SME (<500),Technology,Gulf,Early Exploration,16,3,4,4,5,4,4,3,2,3,4,3,2,4,4,3,3,3,3,4,2,4,2,2,3,1,1,1,2
R0233,Male,Managerial,Large (>500),Manufacturing,North Africa,Full Deployment,8,2,3,3,3,3,3,3,3,3,4,5,3,4,4,3,3,3,3,2,2,4,2,4,3,2,4,2,3
R0234,Female,Operational,SME (<500),Other,North Africa,Early Exploration,8,3,5,5,4,3,4,3,4,3,2,4,2,4,3,4,2,4,2,4,4,3,4,2,3,2,2,3,3
R0235,Female,Managerial,Large (>500),Technology,Gulf,Early Exploration,25,3,4,3,4,4,3,3,5,5,4,4,3,4,3,3,1,3,1,2,4,2,2,3,3,2,3,1,3
R0236,Male,Managerial,Large (>500),Manufacturing,Gulf,Pilot,23,4,4,3,3,4,4,5,4,3,4,4,3,5,3,3,4,3,2,1,3,2,2,2,1,3,2,1,2
R0237,Female,Operational,Large (>500),Logistics,Gulf,Pilot,2,5,4,4,4,3,3,3,2,4,4,3,3,4,5,1,3,3,3,4,4,3,4,1,3,1,1,3,3
R0238,Male,Managerial,SME (<500),Technology,North Africa,Full Deployment,20,4,4,4,4,3,5,3,2,4,4,4,3,2,3,3,4,3,2,2,4,2,3,3,3,1,3,4,2
R0239,Female,Managerial,SME (<500),Logistics,Gulf,Full Deployment,2,3,3,3,5,4,3,3,3,3,3,4,5,5,3,4,3,4,3,2,4,2,2,2,2,1,3,5,1
R0240,Female,Operational,SME (<500),Other,Europe,Early Exploration,6,5,3,4,3,4,4,5,4,5,3,2,4,4,3,2,3,4,5,3,3,3,2,3,2,2,3,2,1
R0241,Female,Managerial,SME (<500),Technology,Gulf,Pilot,9,5,3,3,3,3,4,4,3,3,3,4,2,3,4,3,3,3,1,3,2,2,4,4,2,3,2,1,2
R0242,Male,Operational,SME (<500),Financial Services,Gulf,Early Exploration,21,3,3,5,4,3,5,3,4,3,3,3,5,4,2,4,3,2,3,3,5,2,2,3,3,3,2,3,2
R0243,Female,Managerial,Large (>500),Financial Services,North Africa,Early Exploration,14,3,5,4,3,4,4,3,4,3,4,4,4,3,5,3,2,4,3,3,1,5,3,2,4,2,2,1,3
R0244,Female,Managerial,Large (>500),Technology,North Africa,Early Exploration,20,5,4,4,3,5,4,4,4,3,4,4,3,3,3,2,3,3,2,4,4,3,4,3,4,3,1,2,2
R0245,Male,Operational,SME (<500),Logistics,North Africa,Full Deployment,5,4,4,3,2,4,5,4,3,3,3,3,3,5,3,3,3,2,4,4,2,2,3,1,4,3,1,4,3
R0246,Female,Managerial,Large (>500),Financial Services,Gulf,Early Exploration,7,4,4,4,4,3,3,4,4,3,3,4,4,4,3,4,3,3,3,5,2,3,4,3,3,2,4,4,2
R0247,Female,Managerial,Large (>500),Financial Services,Europe,Full Deployment,6,3,5,5,3,4,4,4,4,4,4,2,4,3,4,3,4,3,2,4,4,4,2,3,3,2,1,2,2
R0248,Female,Operational,SME (<500),Logistics,Europe,Early Exploration,9,4,4,4,4,5,4,3,4,3,5,3,3,2,5,3,3,3,3,3,2,3,1,1,2,3,2,1,1
R0249,Female,Operational,SME (<500),Financial Services,North Africa,Early Exploration,23,4,3,3,3,3,4,4,3,4,4,3,4,4,4,4,3,3,4,3,2,4,2,2,2,1,3,4,1
R0250,Male,Managerial,SME (<500),Logistics,North Africa,Full Deployment,22,5,4,4,3,5,4,3,3,5,2,3,4,3,3,1,3,4,2,2,4,4,2,2,1,2,2,2,1
R0251,Female,Operational,Large (>500),Other,Europe,Full Deployment,4,3,4,3,4,3,4,4,3,3,2,4,2,3,4,3,3,2,2,5,2,4,2,4,1,4,1,3,2
R0252,Male,Operational,SME (<500),Manufacturing,Europe,Full Deployment,13,4,3,3,4,3,4,3,3,4,4,4,4,3,4,3,4,4,4,4,4,3,2,2,3,1,4,3,3
R0253,Female,Managerial,SME (<500),Logistics,Gulf,Pilot,3,4,4,3,4,4,4,2,3,3,3,4,2,2,3,3,2,3,3,3,3,1,2,3,4,1,5,2,1
R0254,Male,Operational,SME (<500),Technology,North Africa,Full Deployment,21,4,4,4,5,5,2,4,5,4,4,4,2,3,3,4,3,2,2,3,3,5,2,1,3,3,3,2,3
R0255,Female,Managerial,SME (<500),Logistics,North Africa,Full Deployment,18,3,4,4,4,5,3,4,5,3,3,3,3,3,4,2,2,3,4,3,3,2,1,3,2,1,4,2,1
R0256,Male,Managerial,SME (<500),Financial Services,Gulf,Pilot,4,4,3,4,3,2,3,3,3,3,2,4,4,3,4,4,3,3,3,3,4,3,4,4,1,4,2,1,3
R0257,Male,Managerial,SME (<500),Logistics,Gulf,Early Exploration,2,4,4,4,4,4,4,4,3,4,3,3,3,4,4,2,3,2,4,3,3,2,2,5,3,1,2,2,2
R0258,Female,Operational,SME (<500),Other,Europe,Full Deployment,9,4,4,4,4,5,3,3,5,3,3,4,3,4,3,2,2,4,4,2,2,2,3,2,3,3,1,3,5
R0259,Female,Operational,Large (>500),Other,Gulf,Early Exploration,5,3,3,4,3,3,3,4,4,3,4,2,2,3,4,3,2,4,4,2,3,3,2,1,2,3,3,2,4
R0260,Male,Managerial,Large (>500),Financial Services,Europe,Pilot,9,3,4,3,4,4,4,4,3,3,4,5,3,4,3,3,2,4,2,3,3,3,1,3,1,3,3,3,1
R0261,Female,Operational,SME (<500),Logistics,Europe,Full Deployment,3,3,3,3,4,4,4,5,4,3,3,3,4,3,4,2,5,2,2,2,1,1,3,3,5,2,3,2,3
R0262,Female,Managerial,Large (>500),Financial Services,North Africa,Early Exploration,12,3,3,4,4,3,5,3,4,4,3,5,3,3,3,5,3,4,4,3,4,3,1,2,3,1,1,2,3
R0263,Female,Managerial,SME (<500),Manufacturing,North Africa,Pilot,15,2,4,3,3,5,5,4,3,3,3,2,3,3,4,3,2,3,1,3,3,3,3,3,2,2,3,4,4
R0264,Male,Managerial,SME (<500),Logistics,Europe,Early Exploration,15,4,5,4,4,5,3,4,3,4,3,3,2,5,4,3,3,3,3,4,3,3,2,3,4,2,1,2,3
R0265,Male,Operational,Large (>500),Manufacturing,Europe,Full Deployment,3,4,4,4,3,5,4,3,2,2,3,4,3,3,3,4,5,1,3,3,3,2,2,3,4,1,2,3,1
R0266,Male,Operational,SME (<500),Financial Services,Europe,Pilot,22,3,4,4,4,4,3,4,4,4,4,5,3,4,4,4,3,4,3,5,4,3,2,3,3,4,2,4,2
R0267,Male,Operational,SME (<500),Financial Services,Gulf,Early Exploration,5,3,5,3,4,4,3,4,3,4,3,4,4,4,4,4,3,3,4,4,4,4,2,4,2,1,2,2,3
R0268,Male,Operational,SME (<500),Technology,Gulf,Early Exploration,14,4,5,2,3,2,3,4,3,3,3,4,2,4,3,2,3,3,3,2,3,4,3,1,3,4,2,1,3
R0269,Female,Operational,Large (>500),Manufacturing,North Africa,Pilot,15,5,2,4,4,5,2,3,4,3,3,4,3,3,3,3,2,3,3,3,2,3,3,3,3,2,3,1,3
R0270,Male,Managerial,Large (>500),Financial Services,Gulf,Full Deployment,14,4,3,3,4,4,4,3,3,3,4,4,4,3,3,4,3,1,4,2,4,3,3,4,1,2,2,2,2
R0271,Female,Operational,SME (<500),Technology,North Africa,Early Exploration,16,4,3,3,3,4,3,4,3,3,3,3,4,2,4,4,4,2,4,3,3,3,1,4,3,2,2,5,2
R0272,Male,Managerial,Large (>500),Logistics,Europe,Pilot,12,5,5,3,4,4,4,4,3,2,4,4,4,4,3,2,3,2,3,5,2,3,2,3,2,3,2,3,1
R0273,Male,Operational,SME (<500),Manufacturing,North Africa,Early Exploration,15,2,3,4,4,3,4,3,3,2,4,3,3,3,4,4,2,5,3,4,4,2,2,1,2,3,2,1,3
R0274,Female,Operational,SME (<500),Financial Services,Europe,Pilot,19,3,4,3,4,5,3,3,4,3,2,4,3,3,4,3,2,4,2,2,3,4,2,3,3,1,4,3,1
R0275,Male,Managerial,SME (<500),Financial Services,Gulf,Pilot,8,3,3,5,4,2,4,3,4,3,4,4,4,3,3,4,4,2,4,4,2,3,3,3,3,4,3,3,4
R0276,Female,Operational,Large (>500),Financial Services,North Africa,Early Exploration,22,4,3,3,3,4,5,3,2,3,4,4,3,3,3,5,3,4,4,3,3,3,3,4,3,3,2,4,3
R0277,Male,Managerial,SME (<500),Technology,Europe,Early Exploration,15,3,4,5,3,4,4,4,4,3,3,5,3,2,3,2,3,3,1,3,3,4,3,4,4,3,3,2,3
R0278,Female,Operational,SME (<500),Logistics,Europe,Full Deployment,13,3,3,2,4,2,4,4,3,4,5,3,2,4,4,2,3,3,4,2,3,2,2,2,3,2,3,1,4
R0279,Female,Operational,Large (>500),Technology,Gulf,Pilot,20,3,4,5,2,3,3,5,4,3,4,3,4,3,4,3,3,2,2,3,4,3,3,3,3,3,3,1,2
R0280,Female,Operational,SME (<500),Manufacturing,North Africa,Full Deployment,8,4,4,4,4,4,4,3,3,3,4,5,4,3,3,2,3,3,3,2,3,3,3,1,3,2,3,2,3
R0281,Female,Operational,SME (<500),Other,Europe,Pilot,11,3,3,5,2,4,4,3,3,3,3,4,4,3,3,3,3,4,2,5,1,5,2,2,4,4,4,3,3
R0282,Male,Operational,Large (>500),Financial Services,Gulf,Pilot,5,5,5,4,2,4,3,3,3,2,3,2,2,3,4,3,4,3,3,1,2,2,1,3,3,3,2,3,3
R0283,Male,Managerial,SME (<500),Technology,North Africa,Full Deployment,20,4,3,3,5,3,3,4,3,4,5,3,4,3,3,3,3,2,4,4,3,4,3,3,3,3,3,2,4
R0284,Male,Operational,SME (<500),Technology,Gulf,Full Deployment,13,3,4,3,4,4,4,4,4,3,3,3,4,3,3,2,3,2,2,4,3,3,3,2,3,3,3,1,1
R0285,Male,Operational,Large (>500),Financial Services,Gulf,Early Exploration,10,3,4,4,5,3,3,4,3,4,3,3,2,3,3,3,2,2,4,4,3,3,3,4,2,3,4,3,3
R0286,Male,Managerial,SME (<500),Financial Services,North Africa,Full Deployment,3,4,3,5,4,3,4,4,4,3,4,2,4,4,3,2,3,4,3,2,1,3,1,3,2,4,3,2,2
R0287,Male,Managerial,Large (>500),Manufacturing,North Africa,Full Deployment,9,3,3,3,4,5,4,3,4,3,4,2,3,5,3,4,5,2,4,1,2,3,3,1,2,3,2,3,1
R0288,Male,Operational,Large (>500),Technology,North Africa,Early Exploration,6,3,4,5,3,3,3,3,5,4,3,3,4,4,4,2,3,4,3,2,3,4,1,3,2,3,3,3,2
R0289,Female,Operational,Large (>500),Technology,North Africa,Pilot,9,4,3,2,4,4,4,3,4,2,3,3,4,3,3,4,4,3,3,2,2,2,2,3,2,3,3,2,4
R0290,Male,Operational,SME (<500),Logistics,North Africa,Pilot,15,2,4,5,4,4,4,5,3,3,3,2,2,4,3,3,3,2,2,3,2,3,2,2,5,3,3,3,1
R0291,Male,Managerial,Large (>500),Other,Gulf,Early Exploration,25,3,3,3,4,4,4,4,3,4,4,3,2,4,2,3,3,4,4,2,3,3,3,2,2,3,2,2,3
R0292,Female,Operational,SME (<500),Other,Europe,Pilot,6,3,3,4,3,4,5,3,3,3,4,4,3,3,3,3,3,2,3,4,3,3,2,2,4,3,2,4,3
R0293,Female,Operational,SME (<500),Manufacturing,Europe,Full Deployment,13,2,4,4,5,3,3,4,4,3,3,2,4,4,4,2,1,4,4,1,3,2,2,2,1,2,2,2,1
R0294,Male,Operational,Large (>500),Technology,Europe,Early Exploration,7,4,5,3,4,3,4,4,2,3,3,4,3,2,5,3,3,3,3,3,2,2,3,3,3,3,3,3,3
R0295,Female,Managerial,SME (<500),Logistics,North Africa,Early Exploration,11,4,5,3,4,4,3,5,4,4,3,3,3,4,2,3,2,2,1,3,2,3,3,3,1,1,4,3,1
R0296,Male,Operational,SME (<500),Technology,Gulf,Full Deployment,6,4,3,4,4,3,3,4,5,4,3,3,3,5,2,4,3,4,1,2,3,4,3,3,3,3,2,3,3
R0297,Male,Managerial,SME (<500),Technology,Europe,Full Deployment,19,4,3,4,2,4,4,4,2,2,2,4,3,4,4,3,1,4,2,4,4,4,3,3,3,1,3,3,2
R0298,Female,Managerial,Large (>500),Other,Gulf,Pilot,23,4,4,3,4,3,4,3,2,4,4,2,2,3,4,3,3,3,3,2,4,3,1,4,3,3,2,3,3
